longitude,housing_median_age,total_rooms,median_income,ocean_proximity,median_house_value
0.6805544646604704,-1.3511485254281932,-0.40529847343543735,-1.9026194838539896,0,-0.061396032193862186
0.8551366312865023,-0.6958150208382852,-0.5080218601961619,0.910932099821233,0,-0.08485817566376161
1.1643964693097661,0.5329353002677925,1.5134276435595262,0.3632946282436979,1,-0.9668214779186173
0.8052560122504951,-1.023481773133239,-0.4997673023314609,-0.5465482998072655,0,0.31613118545815583
0.9000291884189129,-1.1053984612069776,0.3642097541739195,0.2940260383654367,0,0.38758407693466773
-1.1750045634790982,-0.5319816446908081,1.9986122113847347,-0.3448381660817683,4,0.8184343479273662
2.0123669929219363,-0.04048151624837707,-0.860216329090075,-1.1238327278526963,1,-1.3432822345038218
-1.2947180491655266,1.1882688048577006,-0.480506667313825,-0.6625731878533534,3,-0.5583668893290046
1.2691457692853838,0.287185236046577,-1.1372026041056003,-0.6054958697936661,4,-0.8409790720346113
0.7902918265396917,0.36910192412031545,-0.9794488315802018,-0.6538453455286924,1,0.7011236305778691
-1.2747658015511194,1.106352116783962,-0.5603007266726022,0.3229110403446715,3,-0.828181539232848
-1.145076192057498,0.12335185989909994,-0.6547695555686257,-0.26171585822785454,4,1.0903819199648368
0.7603634551180846,-0.2043148923958541,-1.48205968823089,-1.0254020616356867,0,-1.2345032056888334
0.6206977218172562,-0.6958150208382852,-0.31449833692372536,-0.5867933505265355,0,-0.4282586391777441
0.3014617599867924,0.942518740636485,-1.1078530650311076,0.3517267737340287,1,-1.1278570990074723
-0.8058879826126273,0.36910192412031545,-0.020085773082719974,-0.6502433788550229,1,-0.228830419683599
0.7254470217928739,0.6967686764152695,-0.3621913379197761,-0.8165572631527286,0,-0.25549194635393924
-1.0103985206602664,-0.2043148923958541,-1.6590740957739245,1.2600457928076703,1,-1.2291709003547653
0.6306738456244562,1.2701854929314391,0.07805174819761516,1.333054886539358,0,0.012189781416276918
0.5608409789740421,-0.3681482685433311,-0.5153592449647851,-0.6051495268442747,0,1.1383726679714494
1.593369793019451,-0.3681482685433311,0.3027591567367003,-0.14659146185018412,1,-0.19470366554556345
0.7703395789252846,0.04143517182536143,0.14959124969169124,-0.8191894695681026,0,-0.02833573912264027
-0.7959118588054273,-1.678815277723147,0.6026747591541731,1.1501165406708695,1,0.27987150918649306
0.7902918265396917,0.36910192412031545,-0.22186385421985763,1.781915348950492,0,1.3516648813341714
1.134468097888159,-1.023481773133239,-0.8244465783430369,-0.8917136831706425,4,-1.07986635100086
0.6306738456244562,1.8436023094476086,-0.6079937276686529,0.09778812324032203,0,1.4956371253540088
-1.2598016158403158,0.614851988341531,-0.5217794566373305,-0.7246378443842758,3,-0.29495100582604283
1.2192651502493768,-0.5319816446908081,0.9814672478343451,1.7279551174353265,1,-0.3962648071733358
0.7703395789252846,0.614851988341531,-0.9024062915096583,0.5826682523881518,0,-0.30988146076143336
0.6606022170460633,-0.8596483969857621,0.5623191429267456,-0.6329262313854577,0,-0.07845940926287995
-1.5790375776707797,0.20526854797283844,0.9686268244892546,-0.229505963934463,0,0.8632257127335379
0.745399269407281,0.614851988341531,-0.652018036280392,0.5970761190828304,0,0.616873206299594
-1.4144315348519478,-0.5319816446908081,-1.7984844063777652,0.6663447089610917,3,1.7377237875206983
-1.2198971206115088,0.5329353002677925,0.3036763298327782,0.10928670916011339,3,-0.5402370511931732
-1.6339062586103903,-0.7777317089120236,-0.9354245229684627,-0.9397860845461559,1,-0.8612418323040698
-1.4693002157915585,0.36910192412031545,1.064929999577434,0.9169584671406419,3,1.4167190064098016
1.1793606550205695,-0.7777317089120236,-1.085840910725238,-0.27134419222093287,4,0.6264713559009164
-1.3495867301051372,-0.2862315804695926,1.4583972577948523,0.7241839815094404,3,0.04311715235387162
1.094563602659352,0.6967686764152695,-0.5538805150000569,-0.006945984655609084,1,-0.9753531664531262
0.6755664027568669,0.36910192412031545,-0.7299777494470134,-0.5965602216993703,4,-0.5221072130573418
-1.5491092062491725,-0.5319816446908081,-0.8207778859587254,-0.31900098205717675,4,0.5923446017628808
-1.4942405253095619,-1.1053984612069776,-0.6740301905862616,0.7962233149828318,0,0.1860229353068954
-1.4044554110447478,1.434018869078916,1.199754444700885,0.3051090127459586,3,0.9325456820764225
0.9000291884189129,-0.3681482685433311,0.8952529768030227,2.3871150187168624,0,1.8219742117989735
-1.0303507682746733,-1.023481773133239,0.3697127927503869,-0.9063986242248339,1,-1.3784754497086709
0.92995755984052,-0.04048151624837707,0.28166417552690864,-0.9975560885046256,1,-0.814317545364271
-0.8757208492630415,-0.2862315804695926,-0.32275289478842645,1.4359187425085764,1,-0.6138228648033123
-1.2049329349007052,-0.3681482685433311,0.4311633901876061,2.1453676400417296,3,1.2588827685213873
1.2242532121529732,-0.2862315804695926,0.9209338234932039,-0.38071929563870777,4,0.26280813211747533
-1.1201358825394876,-0.4500649566170696,0.11382149894465321,-1.0628763687598262,1,-0.9284288795133273
0.6256857837208597,1.5159355571526545,-0.7253918839666239,0.09778812324032203,0,2.1109851609054617
1.1294800359845554,-1.023481773133239,0.48894529524051367,1.2381569184061403,1,0.2585422878502209
